person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
31,121000,RENT,15.0,HOMEIMPROVEMENT,D,18400,,0,0.15,Y,10
45,43000,MORTGAGE,6.0,VENTURE,C,3600,13.49,0,0.08,N,15
35,40000,RENT,3.0,VENTURE,F,21000,19.41,1,0.53,Y,10
36,43200,MORTGAGE,13.0,DEBTCONSOLIDATION,B,11000,,0,0.25,N,12
28,50000,RENT,0.0,HOMEIMPROVEMENT,B,8825,11.49,0,0.18,N,7
25,55000,RENT,9.0,EDUCATION,B,9000,10.99,0,0.16,N,4
22,68500,MORTGAGE,3.0,PERSONAL,B,12000,,0,0.18,N,4
40,14400,RENT,0.0,MEDICAL,B,1000,9.25,0,0.07,N,11
22,21600,RENT,0.0,EDUCATION,A,9600,7.49,1,0.44,N,2
30,108800,MORTGAGE,2.0,MEDICAL,E,15000,16.35,1,0.12,N,8
25,30000,RENT,0.0,MEDICAL,B,2000,12.42,0,0.07,N,2
22,67320,MORTGAGE,7.0,EDUCATION,C,3900,14.35,0,0.06,Y,4
23,40000,RENT,7.0,PERSONAL,A,2675,8.07,0,0.07,N,4
27,175000,MORTGAGE,7.0,MEDICAL,A,15000,7.49,0,0.09,N,8
25,133000,MORTGAGE,8.0,DEBTCONSOLIDATION,F,3000,17.9,1,0.02,Y,2
29,54000,MORTGAGE,13.0,MEDICAL,B,12000,11.99,0,0.22,N,8
22,40000,RENT,0.0,EDUCATION,A,10000,8.0,0,0.25,N,4
24,70000,RENT,0.0,HOMEIMPROVEMENT,A,13000,7.9,0,0.19,N,3
24,30996,RENT,0.0,HOMEIMPROVEMENT,D,1500,15.99,1,0.05,Y,2
25,15996,RENT,1.0,EDUCATION,C,2000,13.48,0,0.13,Y,4
29,22000,RENT,0.0,DEBTCONSOLIDATION,B,8000,,1,0.36,N,5
31,90000,MORTGAGE,6.0,MEDICAL,B,18000,,0,0.2,N,8
44,1440000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6400,7.4,0,0.0,N,15
26,109000,MORTGAGE,10.0,PERSONAL,A,6000,7.68,0,0.06,N,3
30,185000,MORTGAGE,8.0,VENTURE,B,15000,10.99,0,0.08,N,7
36,75000,MORTGAGE,9.0,PERSONAL,A,24000,7.51,0,0.32,N,13
32,72000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,24000,6.92,0,0.33,N,8
26,34099,RENT,2.0,MEDICAL,C,7200,12.73,0,0.21,N,3
30,43000,RENT,2.0,DEBTCONSOLIDATION,A,14400,6.99,1,0.33,N,10
23,52000,RENT,4.0,DEBTCONSOLIDATION,C,6000,14.22,0,0.12,N,4
23,48000,MORTGAGE,3.0,VENTURE,B,12000,11.36,0,0.25,N,3
21,35000,OWN,3.0,EDUCATION,C,5000,14.27,0,0.14,Y,3
32,45996,RENT,2.0,EDUCATION,B,1800,11.58,0,0.04,N,8
32,48000,RENT,9.0,PERSONAL,A,5000,6.92,0,0.1,N,10
30,180000,MORTGAGE,0.0,EDUCATION,A,6000,6.62,0,0.03,N,8
30,20000,RENT,4.0,PERSONAL,C,6800,12.84,1,0.34,N,6
31,67000,RENT,2.0,VENTURE,A,3000,7.51,0,0.04,N,10
22,35000,RENT,3.0,EDUCATION,A,4800,5.42,0,0.14,N,3
33,82000,RENT,5.0,VENTURE,C,15000,14.35,0,0.18,N,7
22,24000,RENT,0.0,EDUCATION,B,4500,11.49,0,0.19,N,2
26,172000,MORTGAGE,7.0,VENTURE,A,12000,,0,0.07,N,2
30,12996,RENT,1.0,PERSONAL,E,2000,17.19,1,0.15,N,6
22,93240,MORTGAGE,6.0,PERSONAL,A,7000,9.63,0,0.08,N,2
21,68000,RENT,3.0,MEDICAL,C,3000,11.78,0,0.04,Y,4
26,65000,RENT,5.0,HOMEIMPROVEMENT,C,10000,14.27,0,0.15,N,4
32,32004,RENT,16.0,MEDICAL,B,4000,11.49,0,0.12,N,9
30,79000,RENT,5.0,EDUCATION,F,15000,,0,0.19,N,7
23,32124,RENT,,MEDICAL,D,6000,16.77,1,0.19,Y,3
29,21996,RENT,4.0,DEBTCONSOLIDATION,C,2500,13.11,1,0.11,Y,8
31,42000,MORTGAGE,3.0,MEDICAL,A,9000,6.99,0,0.21,N,8
30,504000,RENT,4.0,DEBTCONSOLIDATION,B,3000,11.36,0,0.01,N,9
22,59000,RENT,2.0,EDUCATION,B,11000,10.74,0,0.19,N,2
25,77000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,7.49,0,0.04,N,3
25,30000,RENT,4.0,MEDICAL,A,10000,7.51,1,0.33,N,3
26,50004,RENT,3.0,VENTURE,C,15000,13.72,0,0.3,Y,4
49,110000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,3000,7.51,0,0.03,N,16
46,57359,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9000,6.92,0,0.16,N,14
43,11340,RENT,4.0,EDUCATION,C,1950,,1,0.17,N,11
33,102996,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,,0,0.06,N,8
24,52000,RENT,3.0,MEDICAL,A,3000,,0,0.06,N,2
21,35000,MORTGAGE,5.0,PERSONAL,B,6900,12.42,0,0.2,N,3
25,46645,MORTGAGE,9.0,PERSONAL,B,2000,12.69,1,0.04,N,3
28,83500,MORTGAGE,1.0,EDUCATION,A,8000,7.14,0,0.1,N,8
22,29654,RENT,3.0,EDUCATION,C,7000,14.22,1,0.24,N,3
25,125000,RENT,9.0,EDUCATION,C,21000,12.99,0,0.17,Y,3
24,75000,RENT,4.0,HOMEIMPROVEMENT,B,20000,8.88,0,0.27,N,3
31,25000,OWN,4.0,HOMEIMPROVEMENT,B,3075,11.83,0,0.12,N,5
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4
27,30000,RENT,8.0,DEBTCONSOLIDATION,B,11000,9.91,1,0.37,N,10
26,85000,MORTGAGE,10.0,EDUCATION,A,4650,8.49,0,0.05,N,2
25,26000,RENT,1.0,PERSONAL,B,4800,10.65,0,0.18,N,4
22,40000,MORTGAGE,7.0,PERSONAL,A,10850,7.66,0,0.27,N,4
21,83000,MORTGAGE,5.0,PERSONAL,C,15000,12.84,1,0.18,Y,4
43,80000,MORTGAGE,20.0,DEBTCONSOLIDATION,A,10000,6.99,0,0.13,N,15
27,70000,MORTGAGE,8.0,VENTURE,B,12000,9.91,0,0.17,N,6
21,61490,RENT,5.0,EDUCATION,B,7200,10.99,0,0.12,N,3
22,78700,RENT,6.0,EDUCATION,C,14000,13.48,0,0.18,N,4
24,32500,RENT,5.0,MEDICAL,D,4000,16.29,0,0.12,Y,3
28,63000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,8000,12.73,0,0.13,N,9
23,70550,MORTGAGE,7.0,MEDICAL,A,15000,8.9,1,0.18,N,4
23,33600,MORTGAGE,8.0,PERSONAL,A,8000,6.99,0,0.24,N,2
28,30000,MORTGAGE,2.0,MEDICAL,A,10500,8.94,0,0.35,N,8
27,60000,OWN,0.0,MEDICAL,D,7500,15.37,0,0.13,Y,5
37,25000,RENT,5.0,MEDICAL,D,10000,16.29,1,0.4,N,11
23,48600,MORTGAGE,7.0,PERSONAL,B,19000,11.36,0,0.39,N,4
24,30000,RENT,0.0,MEDICAL,B,8850,,0,0.29,N,4
26,70000,MORTGAGE,,PERSONAL,A,5000,,0,0.07,N,4
25,17436,RENT,,VENTURE,B,3025,11.49,1,0.17,N,2
23,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,1000,13.72,0,0.03,N,4
31,76000,MORTGAGE,9.0,EDUCATION,C,12000,15.96,1,0.16,N,5
23,35375,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5600,6.76,0,0.16,N,3
37,42000,MORTGAGE,,DEBTCONSOLIDATION,A,3000,6.17,1,0.07,N,13
23,90000,RENT,0.0,MEDICAL,A,12000,8.9,0,0.13,N,3
45,100000,MORTGAGE,16.0,PERSONAL,A,16000,6.62,0,0.16,N,16
25,120000,RENT,6.0,PERSONAL,C,5000,13.79,0,0.04,N,3
32,98056,MORTGAGE,10.0,VENTURE,B,6000,8.88,0,0.06,N,9
27,185300,MORTGAGE,11.0,MEDICAL,D,35000,,1,0.16,Y,5
31,78000,MORTGAGE,6.0,VENTURE,B,8000,10.0,0,0.1,N,6
24,20000,RENT,3.0,MEDICAL,B,3600,11.71,0,0.18,N,4
22,24000,RENT,2.0,HOMEIMPROVEMENT,B,6000,12.18,1,0.25,N,3
24,50000,RENT,8.0,MEDICAL,E,15850,16.35,1,0.32,Y,3
32,30000,OWN,2.0,EDUCATION,B,10000,9.91,0,0.33,N,8
26,183700,RENT,2.0,PERSONAL,D,8000,15.62,1,0.04,Y,4
22,31200,RENT,,VENTURE,B,4800,10.37,0,0.15,N,4
26,53000,RENT,11.0,EDUCATION,C,4200,14.22,0,0.08,N,4
25,54000,RENT,0.0,HOMEIMPROVEMENT,C,10000,15.23,1,0.19,N,4
38,30000,MORTGAGE,8.0,PERSONAL,C,10000,11.22,0,0.33,Y,17
23,36000,MORTGAGE,7.0,EDUCATION,B,2000,11.49,0,0.06,N,2
24,75000,MORTGAGE,4.0,VENTURE,B,19000,11.99,0,0.25,N,3
31,120000,MORTGAGE,9.0,VENTURE,A,9000,8.94,0,0.07,N,6
28,75000,MORTGAGE,12.0,VENTURE,C,15250,11.34,0,0.2,N,5
27,28560,MORTGAGE,7.0,PERSONAL,A,2400,6.39,0,0.08,N,8
21,25200,RENT,1.0,EDUCATION,A,8250,7.49,1,0.33,N,4
29,52000,OWN,0.0,VENTURE,B,16000,10.99,0,0.31,N,8
21,20000,RENT,2.0,VENTURE,A,9500,8.9,1,0.47,N,4
23,40308,MORTGAGE,1.0,EDUCATION,A,5000,7.68,0,0.12,N,4
24,72250,RENT,5.0,MEDICAL,E,17600,17.19,1,0.21,Y,4
32,40277,RENT,5.0,MEDICAL,B,15000,11.71,1,0.37,N,8
24,49000,RENT,8.0,EDUCATION,A,7000,7.49,1,0.14,N,3
23,47000,MORTGAGE,8.0,VENTURE,A,7500,7.51,0,0.16,N,4
25,120000,MORTGAGE,5.0,MEDICAL,A,10000,6.62,0,0.08,N,3
23,95000,MORTGAGE,3.0,MEDICAL,A,9950,8.49,0,0.1,N,4
40,75000,RENT,3.0,EDUCATION,A,6500,7.9,0,0.09,N,15
25,21600,RENT,0.0,EDUCATION,C,4900,13.72,0,0.23,Y,2
33,53004,RENT,0.0,EDUCATION,C,20000,13.04,1,0.38,Y,9
33,34000,RENT,7.0,DEBTCONSOLIDATION,C,10000,14.22,0,0.29,N,9
24,90474,MORTGAGE,8.0,EDUCATION,B,15000,10.38,0,0.17,N,3
21,23040,OWN,0.0,EDUCATION,A,15000,8.94,0,0.65,N,2
24,54000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,8500,10.99,0,0.16,N,3
34,55000,RENT,0.0,MEDICAL,B,10000,9.51,0,0.18,N,5
34,50004,RENT,6.0,EDUCATION,A,6000,7.88,0,0.12,N,5
26,25104,OWN,0.0,DEBTCONSOLIDATION,D,5400,16.49,0,0.22,N,2
23,45000,RENT,3.0,EDUCATION,B,3600,11.49,0,0.08,N,3
30,210000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,24250,12.87,0,0.12,Y,6
23,45000,MORTGAGE,8.0,VENTURE,B,13000,10.99,0,0.29,N,2
21,19000,RENT,0.0,PERSONAL,A,2900,8.0,0,0.15,N,2
23,44004,RENT,3.0,EDUCATION,D,2400,14.09,0,0.05,Y,4
31,31000,RENT,5.0,PERSONAL,A,7500,7.49,0,0.24,N,9
32,100000,MORTGAGE,2.0,MEDICAL,C,35000,,0,0.35,N,10
26,85000,MORTGAGE,10.0,MEDICAL,A,24000,8.9,0,0.28,N,3
39,708000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,12.18,0,0.04,N,12
22,74000,MORTGAGE,6.0,EDUCATION,B,9000,,0,0.12,N,2
22,49176,RENT,7.0,MEDICAL,C,17500,13.85,1,0.36,N,2
23,30000,MORTGAGE,4.0,VENTURE,D,9500,15.31,1,0.32,N,2
27,44000,RENT,2.0,MEDICAL,B,15000,,1,0.34,N,6
23,59000,MORTGAGE,7.0,VENTURE,A,2000,5.42,0,0.03,N,2
28,15000,OWN,2.0,PERSONAL,B,4375,12.42,1,0.29,N,9
23,36000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,6400,11.49,0,0.18,N,3
26,42000,RENT,3.0,EDUCATION,A,6000,7.29,0,0.14,N,2
27,30000,RENT,6.0,EDUCATION,B,4000,12.69,1,0.13,N,7
23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5600,14.22,1,0.09,Y,4
32,33000,MORTGAGE,2.0,MEDICAL,A,5000,6.17,0,0.15,N,7
26,137000,MORTGAGE,3.0,EDUCATION,B,3500,12.18,0,0.03,N,2
32,61200,MORTGAGE,,HOMEIMPROVEMENT,A,15000,6.99,0,0.25,N,10
29,75000,RENT,6.0,HOMEIMPROVEMENT,B,6500,10.74,0,0.09,N,9
25,41579,RENT,9.0,VENTURE,C,8000,13.92,0,0.19,Y,3
27,56000,RENT,2.0,MEDICAL,B,14000,10.65,0,0.25,N,7
34,80000,RENT,6.0,EDUCATION,C,14000,14.27,0,0.17,Y,7
26,38400,RENT,10.0,MEDICAL,D,7500,17.58,0,0.2,N,2
27,160000,RENT,3.0,EDUCATION,E,10000,16.32,0,0.06,Y,9
28,53000,RENT,12.0,MEDICAL,C,1200,,0,0.02,Y,8
41,53000,MORTGAGE,20.0,VENTURE,C,11000,,0,0.21,Y,14
21,40000,RENT,0.0,EDUCATION,A,1775,6.54,0,0.04,N,3
24,56000,MORTGAGE,3.0,VENTURE,B,2000,10.99,0,0.04,N,4
32,50000,MORTGAGE,5.0,MEDICAL,A,9600,6.76,0,0.19,N,10
35,130000,MORTGAGE,15.0,HOMEIMPROVEMENT,C,7000,13.98,0,0.05,Y,5
24,85000,RENT,0.0,MEDICAL,C,15000,13.11,0,0.18,N,3
30,28500,MORTGAGE,9.0,EDUCATION,A,4000,7.74,0,0.14,N,7
42,32000,RENT,5.0,DEBTCONSOLIDATION,B,10000,11.71,1,0.31,N,14
38,117400,MORTGAGE,7.0,PERSONAL,B,16000,10.75,0,0.14,N,16
43,72600,RENT,2.0,PERSONAL,A,6000,,0,0.08,N,15
23,30000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,2200,,1,0.07,N,3
27,44004,RENT,4.0,DEBTCONSOLIDATION,D,10000,,1,0.23,Y,10
24,200000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.06,N,2
25,40000,RENT,1.0,VENTURE,B,6500,11.89,0,0.16,N,3
27,35000,RENT,3.0,MEDICAL,C,8000,14.79,0,0.23,Y,9
37,39000,RENT,5.0,PERSONAL,B,15000,10.96,1,0.38,N,12
21,28800,MORTGAGE,2.0,PERSONAL,C,5500,13.23,0,0.19,Y,2
37,27000,RENT,2.0,HOMEIMPROVEMENT,A,8500,8.49,1,0.31,N,17
28,150000,RENT,1.0,EDUCATION,B,8000,11.71,0,0.05,N,10
23,42000,OWN,1.0,PERSONAL,B,5400,,0,0.13,N,2
31,190000,MORTGAGE,15.0,DEBTCONSOLIDATION,C,24000,,0,0.13,N,6
24,48000,MORTGAGE,4.0,MEDICAL,A,4000,5.42,0,0.08,N,4
23,189996,OWN,0.0,PERSONAL,B,24000,11.83,0,0.13,N,3
38,20640,RENT,2.0,MEDICAL,C,3500,12.61,0,0.17,Y,16
30,32000,RENT,15.0,VENTURE,C,11500,15.23,1,0.36,N,6
22,63132,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,6.03,0,0.16,N,3
24,28932,MORTGAGE,4.0,PERSONAL,C,10000,,0,0.35,Y,2
26,30000,RENT,2.0,VENTURE,B,3500,,0,0.12,N,2
23,71000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,20000,15.13,1,0.28,Y,2
32,140000,MORTGAGE,3.0,EDUCATION,B,5000,10.38,0,0.04,N,6
30,75000,MORTGAGE,4.0,VENTURE,B,15000,11.48,0,0.2,N,7
32,35000,MORTGAGE,2.0,PERSONAL,C,6075,13.49,0,0.17,N,9
55,54000,RENT,20.0,VENTURE,A,5800,6.76,0,0.11,N,24
22,37000,RENT,6.0,PERSONAL,A,14000,6.92,1,0.38,N,2
32,65000,RENT,3.0,PERSONAL,A,3625,6.03,0,0.06,N,8
33,135000,OWN,0.0,PERSONAL,B,17500,11.83,0,0.13,N,8
25,75000,RENT,8.0,DEBTCONSOLIDATION,B,20000,,0,0.27,N,4
22,42000,RENT,1.0,PERSONAL,D,20000,12.99,1,0.48,N,3
27,36000,RENT,5.0,EDUCATION,B,5000,9.63,0,0.14,N,8
26,80000,OWN,5.0,PERSONAL,C,7000,13.22,0,0.09,Y,2
28,53000,RENT,2.0,MEDICAL,B,10000,11.89,0,0.19,N,6
22,72000,MORTGAGE,6.0,EDUCATION,E,8000,16.45,0,0.11,N,4
24,98004,MORTGAGE,5.0,HOMEIMPROVEMENT,A,2500,8.49,1,0.03,N,3
25,62500,RENT,3.0,EDUCATION,A,8500,7.88,0,0.14,N,4
26,68000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.15,N,2
42,73100,RENT,4.0,MEDICAL,D,12000,16.77,1,0.14,Y,13
24,64500,MORTGAGE,8.0,EDUCATION,C,1200,14.72,0,0.02,N,2
22,25200,MORTGAGE,2.0,PERSONAL,A,7000,6.03,0,0.28,N,4
42,39000,RENT,4.0,HOMEIMPROVEMENT,B,19750,10.65,1,0.51,N,14
35,39000,RENT,8.0,MEDICAL,B,5000,9.99,1,0.13,N,6
25,35000,RENT,3.0,VENTURE,B,2400,12.53,0,0.07,N,2
28,45000,MORTGAGE,0.0,VENTURE,B,3675,,0,0.08,N,6
23,26000,OWN,7.0,PERSONAL,B,2000,10.36,0,0.08,N,2
29,95000,MORTGAGE,6.0,VENTURE,A,35000,7.9,0,0.37,N,8
32,40000,RENT,2.0,EDUCATION,B,5400,11.11,0,0.14,N,5
25,35004,RENT,3.0,PERSONAL,A,5000,8.94,0,0.14,N,2
34,156000,MORTGAGE,9.0,MEDICAL,A,25000,,0,0.16,N,9
41,66504,RENT,5.0,EDUCATION,E,25000,17.56,1,0.38,Y,15
22,42900,OWN,7.0,EDUCATION,B,2000,10.74,0,0.05,N,4
29,58000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,1800,6.76,0,0.03,N,8
33,55920,MORTGAGE,9.0,EDUCATION,A,22000,7.88,0,0.39,N,6
24,10000,RENT,2.0,DEBTCONSOLIDATION,B,2000,10.25,1,0.2,N,2
29,46500,RENT,5.0,VENTURE,C,2500,13.92,0,0.05,Y,9
26,64000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,15000,10.38,0,0.23,N,3
29,52000,RENT,2.0,HOMEIMPROVEMENT,D,11000,15.62,1,0.21,Y,10
33,83200,MORTGAGE,18.0,HOMEIMPROVEMENT,A,13000,6.99,0,0.16,N,7
23,68000,MORTGAGE,7.0,PERSONAL,A,12000,5.42,0,0.18,N,4
26,57500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7750,6.76,0,0.13,N,3
25,145000,MORTGAGE,7.0,MEDICAL,A,12000,5.79,0,0.08,N,2
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3
25,40000,RENT,2.0,EDUCATION,B,4200,9.63,0,0.1,N,2
26,71000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.08,N,4
26,30000,RENT,5.0,PERSONAL,C,8000,12.99,0,0.27,N,2
32,119000,MORTGAGE,12.0,PERSONAL,B,18000,10.99,0,0.15,N,7
27,70000,MORTGAGE,0.0,MEDICAL,B,33000,,0,0.47,N,7
23,12000,RENT,0.0,EDUCATION,A,2100,8.94,1,0.17,N,2
24,78000,OWN,6.0,HOMEIMPROVEMENT,B,4500,12.69,0,0.06,N,3
40,10200,RENT,,HOMEIMPROVEMENT,B,3550,11.49,1,0.35,N,15
24,54000,MORTGAGE,3.0,PERSONAL,B,8000,10.99,0,0.15,N,3
22,78000,MORTGAGE,3.0,EDUCATION,A,12000,6.54,0,0.15,N,3
27,101877,RENT,9.0,VENTURE,B,12500,11.99,0,0.12,N,7
23,30000,RENT,1.0,EDUCATION,D,1450,15.58,1,0.05,Y,3
21,21600,RENT,6.0,EDUCATION,C,7000,13.98,1,0.32,Y,3
26,96000,MORTGAGE,10.0,VENTURE,A,8000,7.29,0,0.08,N,4
39,55000,RENT,0.0,MEDICAL,B,3000,10.2,0,0.05,N,15
24,50000,RENT,4.0,HOMEIMPROVEMENT,B,5600,,0,0.11,N,4
30,90000,RENT,14.0,DEBTCONSOLIDATION,A,18000,8.94,0,0.2,N,7
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4
27,115000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,24000,,0,0.21,N,7
23,50000,RENT,0.0,DEBTCONSOLIDATION,A,10000,,0,0.2,N,2
39,45000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,12000,14.72,0,0.27,N,15
24,100000,MORTGAGE,8.0,MEDICAL,A,10750,6.99,0,0.11,N,4
37,50000,RENT,1.0,HOMEIMPROVEMENT,C,15000,13.22,0,0.3,Y,11
24,105000,MORTGAGE,0.0,VENTURE,A,18000,8.94,0,0.17,N,3
22,25200,MORTGAGE,0.0,MEDICAL,B,1000,11.48,1,0.04,N,3
28,80000,MORTGAGE,8.0,EDUCATION,A,9600,7.51,0,0.12,N,6
31,23000,OWN,13.0,PERSONAL,A,4500,5.79,0,0.2,N,9
24,37000,RENT,3.0,EDUCATION,B,13000,10.25,1,0.35,N,4
25,25200,RENT,,EDUCATION,B,4000,10.25,0,0.16,N,2
29,400000,MORTGAGE,10.0,EDUCATION,B,25000,11.12,0,0.06,N,8
27,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.49,0,0.21,N,8
27,34000,RENT,0.0,EDUCATION,E,15000,16.35,1,0.44,Y,10
21,50000,RENT,5.0,DEBTCONSOLIDATION,A,11975,,0,0.24,N,3
25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2
24,37004,RENT,2.0,VENTURE,D,5500,15.05,1,0.15,N,4
24,56100,RENT,7.0,MEDICAL,D,25000,16.49,1,0.38,N,4
31,91000,RENT,12.0,EDUCATION,A,4000,7.66,0,0.04,N,6
25,34200,RENT,1.0,EDUCATION,B,4000,,0,0.12,N,2
23,37344,MORTGAGE,0.0,EDUCATION,C,3200,12.68,0,0.09,N,4
31,80000,MORTGAGE,5.0,VENTURE,A,6000,7.4,0,0.07,N,9
26,36000,RENT,2.0,PERSONAL,D,4000,14.54,1,0.11,N,2
34,55000,RENT,3.0,DEBTCONSOLIDATION,C,12000,13.16,0,0.22,N,8
28,70356,MORTGAGE,12.0,EDUCATION,B,6000,11.11,0,0.09,N,5
24,48602,RENT,0.0,MEDICAL,C,9500,12.73,0,0.2,N,4
30,26400,RENT,14.0,DEBTCONSOLIDATION,C,3250,14.35,1,0.12,N,9
23,23421,RENT,3.0,MEDICAL,E,4500,17.99,1,0.19,Y,3
35,762000,OWN,8.0,MEDICAL,A,10000,8.94,0,0.01,N,8
28,69996,RENT,8.0,DEBTCONSOLIDATION,A,3500,6.62,0,0.05,N,9
43,80000,RENT,5.0,HOMEIMPROVEMENT,B,6400,11.71,0,0.08,N,11
30,30240,RENT,1.0,EDUCATION,C,5000,14.72,0,0.17,Y,10
32,19000,RENT,1.0,VENTURE,A,8325,6.62,1,0.44,N,10
30,120000,RENT,3.0,HOMEIMPROVEMENT,E,10000,17.04,0,0.08,N,5
39,201000,RENT,6.0,VENTURE,B,13500,11.49,0,0.07,N,16
43,34000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,9800,,0,0.29,N,17
28,66725,RENT,3.0,MEDICAL,D,9000,16.29,1,0.11,N,8
26,90000,MORTGAGE,1.0,PERSONAL,B,20000,,0,0.22,N,3
44,49510,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4000,10.62,0,0.08,N,14
23,34000,RENT,1.0,EDUCATION,B,15000,11.71,1,0.44,N,4
26,21000,RENT,3.0,PERSONAL,B,3000,10.59,0,0.14,N,2
33,92000,MORTGAGE,18.0,PERSONAL,A,12000,5.79,0,0.13,N,5
22,30996,RENT,6.0,EDUCATION,A,8000,7.14,1,0.26,N,4
30,72000,MORTGAGE,12.0,MEDICAL,B,10000,10.0,0,0.14,N,7
23,31920,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.0,0,0.16,N,3
28,50000,MORTGAGE,12.0,VENTURE,B,3000,10.36,0,0.06,N,7
31,78000,MORTGAGE,0.0,EDUCATION,A,5000,,1,0.06,N,5
24,32000,RENT,2.0,HOMEIMPROVEMENT,E,4000,17.93,1,0.13,N,3
22,14400,RENT,0.0,VENTURE,D,4000,14.61,1,0.28,N,2
35,33000,RENT,4.0,EDUCATION,A,7000,7.9,1,0.21,N,9
32,24000,RENT,0.0,VENTURE,D,9000,15.62,1,0.38,N,7
24,42000,MORTGAGE,8.0,PERSONAL,D,2500,15.28,0,0.06,Y,2
22,55000,RENT,3.0,EDUCATION,C,5000,,0,0.09,Y,3
25,50000,RENT,6.0,MEDICAL,A,4000,6.92,0,0.08,N,4
28,32004,RENT,5.0,VENTURE,C,6000,13.99,0,0.19,N,9
25,44004,RENT,3.0,MEDICAL,D,12000,15.31,1,0.27,Y,3
32,64000,RENT,1.0,EDUCATION,D,4200,,1,0.07,Y,5
21,43000,RENT,3.0,PERSONAL,C,10000,,0,0.23,N,4
24,37000,RENT,5.0,VENTURE,A,9000,7.14,0,0.24,N,2
30,73008,RENT,5.0,VENTURE,B,8000,9.99,0,0.11,N,7
31,60000,RENT,2.0,PERSONAL,C,12000,13.98,0,0.2,N,5
27,33000,RENT,7.0,EDUCATION,A,4000,6.76,0,0.12,N,9
28,45136,MORTGAGE,13.0,EDUCATION,B,10175,12.69,0,0.23,N,9
21,27600,RENT,4.0,EDUCATION,A,7500,6.76,0,0.27,N,4
25,52000,RENT,1.0,VENTURE,A,10000,5.79,0,0.19,N,3
24,87000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25000,10.99,0,0.29,N,2
24,23500,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7000,10.38,0,0.3,N,3
30,150000,RENT,2.0,VENTURE,B,21000,12.62,0,0.14,N,9
22,31356,MORTGAGE,6.0,DEBTCONSOLIDATION,D,11225,,1,0.36,Y,2
54,79864,MORTGAGE,5.0,PERSONAL,B,1800,9.88,0,0.02,N,21
36,60000,RENT,2.0,HOMEIMPROVEMENT,B,15000,,0,0.25,N,12
29,45000,OWN,13.0,VENTURE,B,15000,11.49,0,0.33,N,8
23,130992,MORTGAGE,6.0,EDUCATION,A,6000,7.51,0,0.05,N,3
26,39000,RENT,2.0,DEBTCONSOLIDATION,A,8000,6.62,0,0.21,N,2
27,113004,MORTGAGE,11.0,VENTURE,A,15000,8.94,0,0.13,N,8
32,45000,RENT,1.0,PERSONAL,A,5000,7.88,0,0.11,N,10
28,142000,MORTGAGE,3.0,EDUCATION,B,18000,10.38,0,0.13,N,8
24,40000,RENT,8.0,MEDICAL,B,2800,10.25,0,0.07,N,2
41,35000,MORTGAGE,18.0,VENTURE,C,1500,13.06,0,0.04,N,13
25,26400,RENT,5.0,EDUCATION,A,5300,8.49,0,0.2,N,3
22,45000,RENT,6.0,MEDICAL,B,10000,9.91,0,0.22,N,2
21,31680,RENT,5.0,VENTURE,C,15000,12.61,1,0.47,Y,2
